77 vocabcat records written
14594, vrb, oov, dokter hewan
14594, vrb, oov, guru
14594, vrb, oov, guru
14594, vrb, oov, hakim
14594, vrb, oov, kasir
14594, vrb, oov, koki
14594, vrb, oov, makelar
14594, vrb, oov, montir
14594, vrb, oov, pelayan
14594, vrb, oov, pemadam kebakaran
14594, vrb, oov, pembantu
14594, vrb, oov, pemotret
14594, vrb, oov, peneliti
14594, vrb, oov, pengacara
14594, vrb, oov, penjahit
14594, vrb, oov, penjual ikan
14594, vrb, oov, perawat
14594, vrb, oov, perias rambut
14594, vrb, oov, polisi
14594, vrb, oov, pramugari
14594, vrb, oov, resepsionis
14594, vrb, oov, sekretaris
14594, vrb, oov, teknisi komputer
14594, vrb, oov, tukang
14594, vrb, oov, tukang bangunan
14594, vrb, oov, tukang cat
14594, vrb, oov, tukang daging
14594, vrb, oov, tukang kayu
14594, vrb, oov, tukang las
14594, vrb, oov, tukang optic
14594, vrb, oov, tukang pangkas
14594, vrb, oov, tukang pipa
14594, vrb, oov, tukang pos
14594, vrb, oov, tukang roti
14594, vrb, oov, tukang sapu
14594, vrb, oov, wartawan
14594, vrb, oov, murid
14594, vrb, oov, pelayan
14594, vrb, oov, pembantu
14594, vrb, oov, polisi
14594, vrb, oov, supir
14594, vrb, oov, tukang
14594, vrb, oov, Gede
14594, vrb, oov, Kadek
14594, vrb, oov, Ketut
14594, vrb, oov, Komang
14594, vrb, oov, Made
14594, vrb, oov, Mang
14594, vrb, oov, Nengah
14594, vrb, oov, Ni Luh
14594, vrb, oov, Nyoman
14594, vrb, oov, Putu
14594, vrb, oov, Tut
14594, vrb, oov, Wayan
14782, vrb, oov, kamar
14782, vrb, oov, rumah
14782, vrb, oov, desa
14782, vrb, oov, kota
14782, vrb, oov, negara
14782, vrb, oov, toko
14782, vrb, oov, Indonesia
14782, vrb, oov, Perancis
14782, vrb, oov, Belanda
14782, vrb, oov, Italia
14782, vrb, oov, Jerman
14782, vrb, oov, Amerika
14782, vrb, oov, Padang Bai
14782, vrb, oov, Ubud
14782, vrb, oov, Gilikanut
14782, vrb, oov, Uluwatu
14782, vrb, oov, Singaraja
14782, vrb, oov, Denpasar
14782, vrb, oov, Gianyar
14782, vrb, oov, Amlapura
14782, vrb, oov, Negara
14782, vrb, oov, Tabanan
14782, vrb, oov, Bangli
14782, vrb, oov, Mangupura
14782, vrb, oov, Semarapura
14782, vrb, oov, Bali
14782, vrb, oov, Java
14782, vrb, oov, Sumatra
14782, vrb, oov, Sulewesi
14782, vrb, oov, Borneo
14919, vrb, oov, logam
14919, vrb, oov, mobil
15022, vrb, oov, sepatu
15022, vrb, oov, topi
15022, vrb, oov, kaus
15022, vrb, oov, celana
15022, vrb, oov, air
15022, vrb, oov, anjing
15022, vrb, oov, arti
15022, vrb, oov, batu
15022, vrb, oov, bensin
15022, vrb, oov, bom
15022, vrb, oov, cat
15022, vrb, oov, cek
15022, vrb, oov, cermin
15022, vrb, oov, daging
15022, vrb, oov, dompet
15022, vrb, oov, gamelan
15022, vrb, oov, gelas
15022, vrb, oov, gunting
15022, vrb, oov, hewan
15022, vrb, oov, jam
15022, vrb, oov, jawab
15022, vrb, oov, jualan
15022, vrb, oov, kaca
15022, vrb, oov, kah
15022, vrb, oov, kain
15022, vrb, oov, kalendar
15022, vrb, oov, kayu
15022, vrb, oov, kentang
15022, vrb, oov, keranjang
15022, vrb, oov, kertas
15022, vrb, oov, komputer
15022, vrb, oov, kopi
15022, vrb, oov, kotak
15022, vrb, oov, kucing
15022, vrb, oov, kuda
15022, vrb, oov, kunci
15022, vrb, oov, kursi
15022, vrb, oov, lampu
15022, vrb, oov, mangga
15022, vrb, oov, masakan
15022, vrb, oov, meja
15022, vrb, oov, mobil
15022, vrb, oov, motor
15022, vrb, oov, nyewa
15022, vrb, oov, papan
15022, vrb, oov, pel
15022, vrb, oov, pensil
15022, vrb, oov, penumpang
15022, vrb, oov, pipa
15022, vrb, oov, pisau
15022, vrb, oov, pos
15022, vrb, oov, roti
15022, vrb, oov, sabun
15022, vrb, oov, sapu
15022, vrb, oov, sepeda
15022, vrb, oov, susu
15022, vrb, oov, taksi
15022, vrb, oov, tas
15022, vrb, oov, uang
14797, vrb, oov, sepatu
14797, vrb, oov, topi
14797, vrb, oov, kaus
14797, vrb, oov, celana
14797, vrb, oov, air
14797, vrb, oov, anjing
14797, vrb, oov, arti
14797, vrb, oov, batu
14797, vrb, oov, bensin
14797, vrb, oov, bom
14797, vrb, oov, cat
14797, vrb, oov, cek
14797, vrb, oov, cermin
14797, vrb, oov, daging
14797, vrb, oov, dompet
14797, vrb, oov, gamelan
14797, vrb, oov, gelas
14797, vrb, oov, gunting
14797, vrb, oov, hewan
14797, vrb, oov, jam
14797, vrb, oov, jawab
14797, vrb, oov, jualan
14797, vrb, oov, kaca
14797, vrb, oov, kah
14797, vrb, oov, kain
14797, vrb, oov, kalendar
14797, vrb, oov, kayu
14797, vrb, oov, kentang
14797, vrb, oov, keranjang
14797, vrb, oov, kertas
14797, vrb, oov, komputer
14797, vrb, oov, kopi
14797, vrb, oov, kotak
14797, vrb, oov, kucing
14797, vrb, oov, kuda
14797, vrb, oov, kunci
14797, vrb, oov, kursi
14797, vrb, oov, lampu
14797, vrb, oov, mangga
14797, vrb, oov, masakan
14797, vrb, oov, meja
14797, vrb, oov, mobil
14797, vrb, oov, motor
14797, vrb, oov, nyewa
14797, vrb, oov, papan
14797, vrb, oov, pel
14797, vrb, oov, pensil
14797, vrb, oov, penumpang
14797, vrb, oov, pipa
14797, vrb, oov, pisau
14797, vrb, oov, pos
14797, vrb, oov, roti
14797, vrb, oov, sabun
14797, vrb, oov, sapu
14797, vrb, oov, sepeda
14797, vrb, oov, susu
14797, vrb, oov, taksi
14797, vrb, oov, tas
14797, vrb, oov, uang
14754, vrb, oov, makanan
14754, vrb, oov, masakan
14754, vrb, oov, ayam
14754, vrb, oov, sapi
14754, vrb, oov, babi
14754, vrb, oov, alpukat
14754, vrb, oov, nangka
14754, vrb, oov, mangga
14754, vrb, oov, tomat
14754, vrb, oov, kacang
14754, vrb, oov, mete
14754, vrb, oov, gula
14754, vrb, oov, ayam goreng saus tiram
14754, vrb, oov, ayam lalapan
14754, vrb, oov, ayam bakar
14754, vrb, oov, sapi lada hitam
14754, vrb, oov, ayam asam manis
14754, vrb, oov, es buah
14754, vrb, oov, es
14754, vrb, oov, mentega
14754, vrb, oov, ikan
14722, vrb, oov, laki-laki
14722, vrb, oov, perempuan
14722, vrb, oov, dia
14722, vrb, oov, kita
14722, vrb, oov, mereka
14722, vrb, oov, saya
14722, vrb, oov, Anda
14722, vrb, oov, abang
14722, vrb, oov, adik
14722, vrb, oov, anak
14722, vrb, oov, anak laki-laki
14722, vrb, oov, anak perempuan
14722, vrb, oov, ayah
14722, vrb, oov, bapak
14722, vrb, oov, ibu
14722, vrb, oov, kakak
14722, vrb, oov, pacar
14722, vrb, oov, ahli bedah
14722, vrb, oov, akuntan
14722, vrb, oov, arsitek
14722, vrb, oov, asisten penjualan
14722, vrb, oov, dokter
14722, vrb, oov, dokter gigi
14722, vrb, oov, dokter hewan
14722, vrb, oov, guru
14722, vrb, oov, guru
14722, vrb, oov, hakim
14722, vrb, oov, kasir
14722, vrb, oov, koki
14722, vrb, oov, makelar
14722, vrb, oov, montir
14722, vrb, oov, pelayan
14722, vrb, oov, pemadam kebakaran
14722, vrb, oov, pembantu
14722, vrb, oov, pemotret
14722, vrb, oov, peneliti
14722, vrb, oov, pengacara
14722, vrb, oov, penjahit
14722, vrb, oov, penjual ikan
14722, vrb, oov, perawat
14722, vrb, oov, perias rambut
14722, vrb, oov, polisi
14722, vrb, oov, pramugari
14722, vrb, oov, resepsionis
14722, vrb, oov, sekretaris
14722, vrb, oov, teknisi komputer
14722, vrb, oov, tukang
14722, vrb, oov, tukang bangunan
14722, vrb, oov, tukang cat
14722, vrb, oov, tukang daging
14722, vrb, oov, tukang kayu
14722, vrb, oov, tukang las
14722, vrb, oov, tukang optic
14722, vrb, oov, tukang pangkas
14722, vrb, oov, tukang pipa
14722, vrb, oov, tukang pos
14722, vrb, oov, tukang roti
14722, vrb, oov, tukang sapu
14722, vrb, oov, wartawan
14722, vrb, oov, murid
14722, vrb, oov, pelayan
14722, vrb, oov, pembantu
14722, vrb, oov, polisi
14722, vrb, oov, supir
14722, vrb, oov, tukang
14722, vrb, oov, Gede
14722, vrb, oov, Kadek
14722, vrb, oov, Ketut
14722, vrb, oov, Komang
14722, vrb, oov, Made
14722, vrb, oov, Mang
14722, vrb, oov, Nengah
14722, vrb, oov, Ni Luh
14722, vrb, oov, Nyoman
14722, vrb, oov, Putu
14722, vrb, oov, Tut
14722, vrb, oov, Wayan
14734, vrb, oov, air
14734, vrb, oov, anjing
14734, vrb, oov, arti
14734, vrb, oov, batu
14734, vrb, oov, bensin
14734, vrb, oov, bom
14734, vrb, oov, cat
14734, vrb, oov, cek
14734, vrb, oov, cermin
14734, vrb, oov, daging
14734, vrb, oov, dompet
14734, vrb, oov, gamelan
14734, vrb, oov, gelas
14734, vrb, oov, gunting
14734, vrb, oov, hewan
14734, vrb, oov, jam
14734, vrb, oov, jawab
14734, vrb, oov, jualan
14734, vrb, oov, kaca
14734, vrb, oov, kah
14734, vrb, oov, kain
14734, vrb, oov, kalendar
14734, vrb, oov, kayu
14734, vrb, oov, kentang
14734, vrb, oov, keranjang
14734, vrb, oov, kertas
14734, vrb, oov, komputer
14734, vrb, oov, kopi
14734, vrb, oov, kotak
14734, vrb, oov, kucing
14734, vrb, oov, kuda
14734, vrb, oov, kunci
14734, vrb, oov, kursi
14734, vrb, oov, lampu
14734, vrb, oov, mangga
14734, vrb, oov, masakan
14734, vrb, oov, meja
14734, vrb, oov, mobil
14734, vrb, oov, motor
14734, vrb, oov, nyewa
14734, vrb, oov, papan
14734, vrb, oov, pel
14734, vrb, oov, pensil
14734, vrb, oov, penumpang
14734, vrb, oov, pipa
14734, vrb, oov, pisau
14734, vrb, oov, pos
14734, vrb, oov, roti
14734, vrb, oov, sabun
14734, vrb, oov, sapu
14734, vrb, oov, sepeda
14734, vrb, oov, susu
14734, vrb, oov, taksi
14734, vrb, oov, tas
14734, vrb, oov, uang
14756, vrb, oov, kamar
14756, vrb, oov, rumah
14756, vrb, oov, desa
14756, vrb, oov, kota
14756, vrb, oov, negara
14756, vrb, oov, toko
14756, vrb, oov, Indonesia
14756, vrb, oov, Perancis
14756, vrb, oov, Belanda
14756, vrb, oov, Italia
14756, vrb, oov, Jerman
14756, vrb, oov, Amerika
14756, vrb, oov, Padang Bai
14756, vrb, oov, Ubud
14756, vrb, oov, Gilikanut
14756, vrb, oov, Uluwatu
14756, vrb, oov, Singaraja
14756, vrb, oov, Denpasar
14756, vrb, oov, Gianyar
14756, vrb, oov, Amlapura
14756, vrb, oov, Negara
14756, vrb, oov, Tabanan
14756, vrb, oov, Bangli
14756, vrb, oov, Mangupura
14756, vrb, oov, Semarapura
14756, vrb, oov, Bali
14756, vrb, oov, Java
14756, vrb, oov, Sumatra
14756, vrb, oov, Sulewesi
14756, vrb, oov, Borneo
14999, vrb, oov, masakan
14999, vrb, oov, makanan
14999, vrb, oov, anjing
14999, vrb, oov, kucing
14999, vrb, oov, kuda
14999, vrb, oov, ayam
14999, vrb, oov, sapi
14999, vrb, oov, babi
14999, vrb, oov, alpukat
14999, vrb, oov, nangka
14999, vrb, oov, mangga
14999, vrb, oov, tomat
14999, vrb, oov, kacang
14999, vrb, oov, mete
14999, vrb, oov, gula
14999, vrb, oov, ayam goreng saus tiram
14999, vrb, oov, ayam lalapan
14999, vrb, oov, ayam bakar
14999, vrb, oov, sapi lada hitam
14999, vrb, oov, ayam asam manis
14999, vrb, oov, es buah
14999, vrb, oov, es
14999, vrb, oov, mentega
14999, vrb, oov, ikan
14823, vrb, oov, Indonesia
14823, vrb, oov, Perancis
14823, vrb, oov, Belanda
14823, vrb, oov, Italia
14823, vrb, oov, Jerman
14823, vrb, oov, Amerika
14823, vrb, oov, Padang Bai
14823, vrb, oov, Ubud
14823, vrb, oov, Gilikanut
14823, vrb, oov, Uluwatu
14823, vrb, oov, Singaraja
14823, vrb, oov, Denpasar
14823, vrb, oov, Gianyar
14823, vrb, oov, Amlapura
14823, vrb, oov, Negara
14823, vrb, oov, Tabanan
14823, vrb, oov, Bangli
14823, vrb, oov, Mangupura
14823, vrb, oov, Semarapura
14823, vrb, oov, Bali
14823, vrb, oov, Java
14823, vrb, oov, Sumatra
14823, vrb, oov, Sulewesi
14823, vrb, oov, Borneo
14822, vrb, oov, kamar
14822, vrb, oov, rumah
14822, vrb, oov, bangunan
14822, vrb, oov, gereja
14822, vrb, oov, kantor
14822, vrb, oov, sekolah
14822, vrb, oov, bank
14822, vrb, oov, toko
14822, vrb, oov, warung
14822, vrb, oov, meja
14822, vrb, oov, kursi
14822, vrb, oov, lemari
14822, vrb, oov, lampu
14822, vrb, oov, bak cuci
14825, vrb, oov, lantai
14819, vrb, oov, surat
14819, vrb, oov, buku
14816, vrb, oov, ayam
14816, vrb, oov, sapi
14816, vrb, oov, babi
14816, vrb, oov, tomat
14816, vrb, oov, pisang
15038, vrb, oov, air
15038, vrb, oov, anjing
15038, vrb, oov, arti
15038, vrb, oov, batu
15038, vrb, oov, bensin
15038, vrb, oov, bom
15038, vrb, oov, cat
15038, vrb, oov, cek
15038, vrb, oov, cermin
15038, vrb, oov, daging
15038, vrb, oov, dompet
15038, vrb, oov, gamelan
15038, vrb, oov, gelas
15038, vrb, oov, gunting
15038, vrb, oov, hewan
15038, vrb, oov, jam
15038, vrb, oov, jawab
15038, vrb, oov, jualan
15038, vrb, oov, kaca
15038, vrb, oov, kah
15038, vrb, oov, kain
15038, vrb, oov, kalendar
15038, vrb, oov, kayu
15038, vrb, oov, kentang
15038, vrb, oov, keranjang
15038, vrb, oov, kertas
15038, vrb, oov, komputer
15038, vrb, oov, kopi
15038, vrb, oov, kotak
15038, vrb, oov, kucing
15038, vrb, oov, kuda
15038, vrb, oov, kunci
15038, vrb, oov, kursi
15038, vrb, oov, lampu
15038, vrb, oov, mangga
15038, vrb, oov, masakan
15038, vrb, oov, meja
15038, vrb, oov, mobil
15038, vrb, oov, motor
15038, vrb, oov, nyewa
15038, vrb, oov, papan
15038, vrb, oov, pel
15038, vrb, oov, pensil
15038, vrb, oov, penumpang
15038, vrb, oov, pipa
15038, vrb, oov, pisau
15038, vrb, oov, pos
15038, vrb, oov, roti
15038, vrb, oov, sabun
15038, vrb, oov, sapu
15038, vrb, oov, sepeda
15038, vrb, oov, susu
15038, vrb, oov, taksi
15038, vrb, oov, tas
15038, vrb, oov, uang
15038, vrb, oov, anjing
15038, vrb, oov, kucing
15038, vrb, oov, kuda
14815, vrb, oov, air
14815, vrb, oov, anjing
14815, vrb, oov, arti
14815, vrb, oov, batu
14815, vrb, oov, bensin
14815, vrb, oov, bom
14815, vrb, oov, cat
14815, vrb, oov, cek
14815, vrb, oov, cermin
14815, vrb, oov, daging
14815, vrb, oov, dompet
14815, vrb, oov, gamelan
14815, vrb, oov, gelas
14815, vrb, oov, gunting
14815, vrb, oov, hewan
14815, vrb, oov, jam
14815, vrb, oov, jawab
14815, vrb, oov, jualan
14815, vrb, oov, kaca
14815, vrb, oov, kah
14815, vrb, oov, kain
14815, vrb, oov, kalendar
14815, vrb, oov, kayu
14815, vrb, oov, kentang
14815, vrb, oov, keranjang
14815, vrb, oov, kertas
14815, vrb, oov, komputer
14815, vrb, oov, kopi
14815, vrb, oov, kotak
14815, vrb, oov, kucing
14815, vrb, oov, kuda
14815, vrb, oov, kunci
14815, vrb, oov, kursi
14815, vrb, oov, lampu
14815, vrb, oov, mangga
14815, vrb, oov, masakan
14815, vrb, oov, meja
14815, vrb, oov, mobil
14815, vrb, oov, motor
14815, vrb, oov, nyewa
14815, vrb, oov, papan
14815, vrb, oov, pel
14815, vrb, oov, pensil
14815, vrb, oov, penumpang
14815, vrb, oov, pipa
14815, vrb, oov, pisau
14815, vrb, oov, pos
14815, vrb, oov, roti
14815, vrb, oov, sabun
14815, vrb, oov, sapu
14815, vrb, oov, sepeda
14815, vrb, oov, susu
14815, vrb, oov, taksi
14815, vrb, oov, tas
14815, vrb, oov, uang
14764, vrb, oov, kamar
14764, vrb, oov, rumah
14764, vrb, oov, bangunan
14764, vrb, oov, gereja
14764, vrb, oov, kantor
14764, vrb, oov, sekolah
14764, vrb, oov, bank
14764, vrb, oov, toko
14764, vrb, oov, warung
14803, vrb, oov, perempuan
14803, vrb, oov, laki-laki
14803, vrb, oov, pacar
14803, vrb, oov, teman
14803, vrb, oov, laki-laki
14803, vrb, oov, perempuan
14803, vrb, oov, dia
14803, vrb, oov, kita
14803, vrb, oov, mereka
14803, vrb, oov, saya
14803, vrb, oov, Anda
14803, vrb, oov, abang
14803, vrb, oov, adik
14803, vrb, oov, anak
14803, vrb, oov, anak laki-laki
14803, vrb, oov, anak perempuan
14803, vrb, oov, ayah
14803, vrb, oov, bapak
14803, vrb, oov, ibu
14803, vrb, oov, kakak
14803, vrb, oov, pacar
14803, vrb, oov, ahli bedah
14803, vrb, oov, akuntan
14803, vrb, oov, arsitek
14803, vrb, oov, asisten penjualan
14803, vrb, oov, dokter
14803, vrb, oov, dokter gigi
14803, vrb, oov, dokter hewan
14803, vrb, oov, guru
14803, vrb, oov, guru
14803, vrb, oov, hakim
14803, vrb, oov, kasir
14803, vrb, oov, koki
14803, vrb, oov, makelar
14803, vrb, oov, montir
14803, vrb, oov, pelayan
14803, vrb, oov, pemadam kebakaran
14803, vrb, oov, pembantu
14803, vrb, oov, pemotret
14803, vrb, oov, peneliti
14803, vrb, oov, pengacara
14803, vrb, oov, penjahit
14803, vrb, oov, penjual ikan
14803, vrb, oov, perawat
14803, vrb, oov, perias rambut
14803, vrb, oov, polisi
14803, vrb, oov, pramugari
14803, vrb, oov, resepsionis
14803, vrb, oov, sekretaris
14803, vrb, oov, teknisi komputer
14803, vrb, oov, tukang
14803, vrb, oov, tukang bangunan
14803, vrb, oov, tukang cat
14803, vrb, oov, tukang daging
14803, vrb, oov, tukang kayu
14803, vrb, oov, tukang las
14803, vrb, oov, tukang optic
14803, vrb, oov, tukang pangkas
14803, vrb, oov, tukang pipa
14803, vrb, oov, tukang pos
14803, vrb, oov, tukang roti
14803, vrb, oov, tukang sapu
14803, vrb, oov, wartawan
14803, vrb, oov, murid
14803, vrb, oov, pelayan
14803, vrb, oov, pembantu
14803, vrb, oov, polisi
14803, vrb, oov, supir
14803, vrb, oov, tukang
14803, vrb, oov, Gede
14803, vrb, oov, Kadek
14803, vrb, oov, Ketut
14803, vrb, oov, Komang
14803, vrb, oov, Made
14803, vrb, oov, Mang
14803, vrb, oov, Nengah
14803, vrb, oov, Ni Luh
14803, vrb, oov, Nyoman
14803, vrb, oov, Putu
14803, vrb, oov, Tut
14803, vrb, oov, Wayan
14815, vrb, oov, air
14815, vrb, oov, anjing
14815, vrb, oov, arti
14815, vrb, oov, batu
14815, vrb, oov, bensin
14815, vrb, oov, bom
14815, vrb, oov, cat
14815, vrb, oov, cek
14815, vrb, oov, cermin
14815, vrb, oov, daging
14815, vrb, oov, dompet
14815, vrb, oov, gamelan
14815, vrb, oov, gelas
14815, vrb, oov, gunting
14815, vrb, oov, hewan
14815, vrb, oov, jam
14815, vrb, oov, jawab
14815, vrb, oov, jualan
14815, vrb, oov, kaca
14815, vrb, oov, kah
14815, vrb, oov, kain
14815, vrb, oov, kalendar
14815, vrb, oov, kayu
14815, vrb, oov, kentang
14815, vrb, oov, keranjang
14815, vrb, oov, kertas
14815, vrb, oov, komputer
14815, vrb, oov, kopi
14815, vrb, oov, kotak
14815, vrb, oov, kucing
14815, vrb, oov, kuda
14815, vrb, oov, kunci
14815, vrb, oov, kursi
14815, vrb, oov, lampu
14815, vrb, oov, mangga
14815, vrb, oov, masakan
14815, vrb, oov, meja
14815, vrb, oov, mobil
14815, vrb, oov, motor
14815, vrb, oov, nyewa
14815, vrb, oov, papan
14815, vrb, oov, pel
14815, vrb, oov, pensil
14815, vrb, oov, penumpang
14815, vrb, oov, pipa
14815, vrb, oov, pisau
14815, vrb, oov, pos
14815, vrb, oov, roti
14815, vrb, oov, sabun
14815, vrb, oov, sapu
14815, vrb, oov, sepeda
14815, vrb, oov, susu
14815, vrb, oov, taksi
14815, vrb, oov, tas
14815, vrb, oov, uang
14820, vrb, oov, air
14820, vrb, oov, anjing
14820, vrb, oov, arti
14820, vrb, oov, batu
14820, vrb, oov, bensin
14820, vrb, oov, bom
14820, vrb, oov, cat
14820, vrb, oov, cek
14820, vrb, oov, cermin
14820, vrb, oov, daging
14820, vrb, oov, dompet
14820, vrb, oov, gamelan
14820, vrb, oov, gelas
14820, vrb, oov, gunting
14820, vrb, oov, hewan
14820, vrb, oov, jam
14820, vrb, oov, jawab
14820, vrb, oov, jualan
14820, vrb, oov, kaca
14820, vrb, oov, kah
14820, vrb, oov, kain
14820, vrb, oov, kalendar
14820, vrb, oov, kayu
14820, vrb, oov, kentang
14820, vrb, oov, keranjang
14820, vrb, oov, kertas
14820, vrb, oov, komputer
14820, vrb, oov, kopi
14820, vrb, oov, kotak
14820, vrb, oov, kucing
14820, vrb, oov, kuda
14820, vrb, oov, kunci
14820, vrb, oov, kursi
14820, vrb, oov, lampu
14820, vrb, oov, mangga
14820, vrb, oov, masakan
14820, vrb, oov, meja
14820, vrb, oov, mobil
14820, vrb, oov, motor
14820, vrb, oov, nyewa
14820, vrb, oov, papan
14820, vrb, oov, pel
14820, vrb, oov, pensil
14820, vrb, oov, penumpang
14820, vrb, oov, pipa
14820, vrb, oov, pisau
14820, vrb, oov, pos
14820, vrb, oov, roti
14820, vrb, oov, sabun
14820, vrb, oov, sapu
14820, vrb, oov, sepeda
14820, vrb, oov, susu
14820, vrb, oov, taksi
14820, vrb, oov, tas
14820, vrb, oov, uang
14806, vrb, oov, air
14806, vrb, oov, anjing
14806, vrb, oov, arti
14806, vrb, oov, batu
14806, vrb, oov, bensin
14806, vrb, oov, bom
14806, vrb, oov, cat
14806, vrb, oov, cek
14806, vrb, oov, cermin
14806, vrb, oov, daging
14806, vrb, oov, dompet
14806, vrb, oov, gamelan
14806, vrb, oov, gelas
14806, vrb, oov, gunting
14806, vrb, oov, hewan
14806, vrb, oov, jam
14806, vrb, oov, jawab
14806, vrb, oov, jualan
14806, vrb, oov, kaca
14806, vrb, oov, kah
14806, vrb, oov, kain
14806, vrb, oov, kalendar
14806, vrb, oov, kayu
14806, vrb, oov, kentang
14806, vrb, oov, keranjang
14806, vrb, oov, kertas
14806, vrb, oov, komputer
14806, vrb, oov, kopi
14806, vrb, oov, kotak
14806, vrb, oov, kucing
14806, vrb, oov, kuda
14806, vrb, oov, kunci
14806, vrb, oov, kursi
14806, vrb, oov, lampu
14806, vrb, oov, mangga
14806, vrb, oov, masakan
14806, vrb, oov, meja
14806, vrb, oov, mobil
14806, vrb, oov, motor
14806, vrb, oov, nyewa
14806, vrb, oov, papan
14806, vrb, oov, pel
14806, vrb, oov, pensil
14806, vrb, oov, penumpang
14806, vrb, oov, pipa
14806, vrb, oov, pisau
14806, vrb, oov, pos
14806, vrb, oov, roti
14806, vrb, oov, sabun
14806, vrb, oov, sapu
14806, vrb, oov, sepeda
14806, vrb, oov, susu
14806, vrb, oov, taksi
14806, vrb, oov, tas
14806, vrb, oov, uang
15024, vrb, oov, air
15024, vrb, oov, anjing
15024, vrb, oov, arti
15024, vrb, oov, batu
15024, vrb, oov, bensin
15024, vrb, oov, bom
15024, vrb, oov, cat
15024, vrb, oov, cek
15024, vrb, oov, cermin
15024, vrb, oov, daging
15024, vrb, oov, dompet
15024, vrb, oov, gamelan
15024, vrb, oov, gelas
15024, vrb, oov, gunting
15024, vrb, oov, hewan
15024, vrb, oov, jam
15024, vrb, oov, jawab
15024, vrb, oov, jualan
15024, vrb, oov, kaca
15024, vrb, oov, kah
15024, vrb, oov, kain
15024, vrb, oov, kalendar
15024, vrb, oov, kayu
15024, vrb, oov, kentang
15024, vrb, oov, keranjang
15024, vrb, oov, kertas
15024, vrb, oov, komputer
15024, vrb, oov, kopi
15024, vrb, oov, kotak
15024, vrb, oov, kucing
15024, vrb, oov, kuda
15024, vrb, oov, kunci
15024, vrb, oov, kursi
15024, vrb, oov, lampu
15024, vrb, oov, mangga
15024, vrb, oov, masakan
15024, vrb, oov, meja
15024, vrb, oov, mobil
15024, vrb, oov, motor
15024, vrb, oov, nyewa
15024, vrb, oov, papan
15024, vrb, oov, pel
15024, vrb, oov, pensil
15024, vrb, oov, penumpang
15024, vrb, oov, pipa
15024, vrb, oov, pisau
15024, vrb, oov, pos
15024, vrb, oov, roti
15024, vrb, oov, sabun
15024, vrb, oov, sapu
15024, vrb, oov, sepeda
15024, vrb, oov, susu
15024, vrb, oov, taksi
15024, vrb, oov, tas
15024, vrb, oov, uang
14799, vrb, oov, air
14799, vrb, oov, anjing
14799, vrb, oov, arti
14799, vrb, oov, batu
14799, vrb, oov, bensin
14799, vrb, oov, bom
14799, vrb, oov, cat
14799, vrb, oov, cek
14799, vrb, oov, cermin
14799, vrb, oov, daging
14799, vrb, oov, dompet
14799, vrb, oov, gamelan
14799, vrb, oov, gelas
14799, vrb, oov, gunting
14799, vrb, oov, hewan
14799, vrb, oov, jam
14799, vrb, oov, jawab
14799, vrb, oov, jualan
14799, vrb, oov, kaca
14799, vrb, oov, kah
14799, vrb, oov, kain
14799, vrb, oov, kalendar
14799, vrb, oov, kayu
14799, vrb, oov, kentang
14799, vrb, oov, keranjang
14799, vrb, oov, kertas
14799, vrb, oov, komputer
14799, vrb, oov, kopi
14799, vrb, oov, kotak
14799, vrb, oov, kucing
14799, vrb, oov, kuda
14799, vrb, oov, kunci
14799, vrb, oov, kursi
14799, vrb, oov, lampu
14799, vrb, oov, mangga
14799, vrb, oov, masakan
14799, vrb, oov, meja
14799, vrb, oov, mobil
14799, vrb, oov, motor
14799, vrb, oov, nyewa
14799, vrb, oov, papan
14799, vrb, oov, pel
14799, vrb, oov, pensil
14799, vrb, oov, penumpang
14799, vrb, oov, pipa
14799, vrb, oov, pisau
14799, vrb, oov, pos
14799, vrb, oov, roti
14799, vrb, oov, sabun
14799, vrb, oov, sapu
14799, vrb, oov, sepeda
14799, vrb, oov, susu
14799, vrb, oov, taksi
14799, vrb, oov, tas
14799, vrb, oov, uang
14988, vrb, oov, tanya
14802, vrb, oov, tanya
14755, vrb, oov, air
14755, vrb, oov, susu
14755, vrb, oov, teh
15023, vrb, oov, kain
15023, vrb, oov, kayu
15023, vrb, oov, pohon
15023, vrb, oov, mentega
15023, vrb, oov, batu
15023, vrb, oov, belanja
15023, vrb, oov, daging
15023, vrb, oov, gelas
15023, vrb, oov, kaca
15023, vrb, oov, kentang
15023, vrb, oov, pipa
15023, vrb, oov, roti
15023, vrb, oov, alpukat
15023, vrb, oov, nangka
14798, vrb, oov, kain
14798, vrb, oov, kayu
14798, vrb, oov, pohon
14798, vrb, oov, mentega
14798, vrb, oov, batu
14798, vrb, oov, belanja
14798, vrb, oov, daging
14798, vrb, oov, gelas
14798, vrb, oov, kaca
14798, vrb, oov, kentang
14798, vrb, oov, pipa
14798, vrb, oov, roti
14798, vrb, oov, alpukat
14798, vrb, oov, nangka
14757, vrb, oov, pelajaran
14757, vrb, oov, proyek
14757, vrb, oov, makanan
14757, vrb, oov, pekerjaan
14757, vrb, oov, hujan
14973, vrb, oov, pelajaran
14973, vrb, oov, proyek
14973, vrb, oov, makanan
14973, vrb, oov, pekerjaan
14973, vrb, oov, hujan
15020, vrb, oov, air
15020, vrb, oov, anjing
15020, vrb, oov, arti
15020, vrb, oov, batu
15020, vrb, oov, bensin
15020, vrb, oov, bom
