77 vocabcat records written
14845, vrb, oov, tukang pipa
14845, vrb, oov, tukang pos
14845, vrb, oov, tukang roti
14845, vrb, oov, tukang sapu
14845, vrb, oov, wartawan
14845, vrb, oov, murid
14845, vrb, oov, pelayan
14845, vrb, oov, pembantu
14845, vrb, oov, polisi
14845, vrb, oov, supir
14845, vrb, oov, tukang
14845, vrb, oov, Gede
14845, vrb, oov, Kadek
14845, vrb, oov, Ketut
14845, vrb, oov, Komang
14845, vrb, oov, Made
14845, vrb, oov, Mang
14845, vrb, oov, Nengah
14845, vrb, oov, Ni Luh
14845, vrb, oov, Nyoman
14845, vrb, oov, Putu
14845, vrb, oov, Tut
14845, vrb, oov, Wayan
14845, vrb, oov, anjing
14845, vrb, oov, kucing
14845, vrb, oov, kuda
14793, vrb, oov, laki-laki
14793, vrb, oov, perempuan
14793, vrb, oov, dia
14793, vrb, oov, kita
14793, vrb, oov, mereka
14793, vrb, oov, saya
14793, vrb, oov, Anda
14793, vrb, oov, abang
14793, vrb, oov, adik
14793, vrb, oov, anak
14793, vrb, oov, anak laki-laki
14793, vrb, oov, anak perempuan
14793, vrb, oov, ayah
14793, vrb, oov, bapak
14793, vrb, oov, ibu
14793, vrb, oov, kakak
14793, vrb, oov, pacar
14793, vrb, oov, ahli bedah
14793, vrb, oov, akuntan
14793, vrb, oov, arsitek
14793, vrb, oov, asisten penjualan
14793, vrb, oov, dokter
14793, vrb, oov, dokter gigi
14793, vrb, oov, dokter hewan
14793, vrb, oov, guru
14793, vrb, oov, guru
14793, vrb, oov, hakim
14793, vrb, oov, kasir
14793, vrb, oov, koki
14793, vrb, oov, makelar
14793, vrb, oov, montir
14793, vrb, oov, pelayan
14793, vrb, oov, pemadam kebakaran
14793, vrb, oov, pembantu
14793, vrb, oov, pemotret
14793, vrb, oov, peneliti
14793, vrb, oov, pengacara
14793, vrb, oov, penjahit
14793, vrb, oov, penjual ikan
14793, vrb, oov, perawat
14793, vrb, oov, perias rambut
14793, vrb, oov, polisi
14793, vrb, oov, pramugari
14793, vrb, oov, resepsionis
14793, vrb, oov, sekretaris
14793, vrb, oov, teknisi komputer
14793, vrb, oov, tukang
14793, vrb, oov, tukang bangunan
14793, vrb, oov, tukang cat
14793, vrb, oov, tukang daging
14793, vrb, oov, tukang kayu
14793, vrb, oov, tukang las
14793, vrb, oov, tukang optic
14793, vrb, oov, tukang pangkas
14793, vrb, oov, tukang pipa
14793, vrb, oov, tukang pos
14793, vrb, oov, tukang roti
14793, vrb, oov, tukang sapu
14793, vrb, oov, wartawan
14793, vrb, oov, murid
14793, vrb, oov, pelayan
14793, vrb, oov, pembantu
14793, vrb, oov, polisi
14793, vrb, oov, supir
14793, vrb, oov, tukang
14793, vrb, oov, Gede
14793, vrb, oov, Kadek
14793, vrb, oov, Ketut
14793, vrb, oov, Komang
14793, vrb, oov, Made
14793, vrb, oov, Mang
14793, vrb, oov, Nengah
14793, vrb, oov, Ni Luh
14793, vrb, oov, Nyoman
14793, vrb, oov, Putu
14793, vrb, oov, Tut
14793, vrb, oov, Wayan
15019, vrb, oov, pintu
15019, vrb, oov, jendela
15019, vrb, oov, botol
15019, vrb, oov, buku
14795, vrb, oov, pintu
14795, vrb, oov, jendela
14795, vrb, oov, botol
14795, vrb, oov, buku
14723, vrb, oov, air
14723, vrb, oov, anjing
14723, vrb, oov, arti
14723, vrb, oov, batu
14723, vrb, oov, bensin
14723, vrb, oov, bom
14723, vrb, oov, cat
14723, vrb, oov, cek
14723, vrb, oov, cermin
14723, vrb, oov, daging
14723, vrb, oov, dompet
14723, vrb, oov, gamelan
14723, vrb, oov, gelas
14723, vrb, oov, gunting
14723, vrb, oov, hewan
14723, vrb, oov, jam
14723, vrb, oov, jawab
14723, vrb, oov, jualan
14723, vrb, oov, kaca
14723, vrb, oov, kah
14723, vrb, oov, kain
14723, vrb, oov, kalendar
14723, vrb, oov, kayu
14723, vrb, oov, kentang
14723, vrb, oov, keranjang
14723, vrb, oov, kertas
14723, vrb, oov, komputer
14723, vrb, oov, kopi
14723, vrb, oov, kotak
14723, vrb, oov, kucing
14723, vrb, oov, kuda
14723, vrb, oov, kunci
14723, vrb, oov, kursi
14723, vrb, oov, lampu
14723, vrb, oov, mangga
14723, vrb, oov, masakan
14723, vrb, oov, meja
14723, vrb, oov, mobil
14723, vrb, oov, motor
14723, vrb, oov, nyewa
14723, vrb, oov, papan
14723, vrb, oov, pel
14723, vrb, oov, pensil
14723, vrb, oov, penumpang
14723, vrb, oov, pipa
14723, vrb, oov, pisau
14723, vrb, oov, pos
14723, vrb, oov, roti
14723, vrb, oov, sabun
14723, vrb, oov, sapu
14723, vrb, oov, sepeda
14723, vrb, oov, susu
14723, vrb, oov, taksi
14723, vrb, oov, tas
14723, vrb, oov, uang
14808, vrb, oov, air
14808, vrb, oov, anjing
14808, vrb, oov, arti
14808, vrb, oov, batu
14808, vrb, oov, bensin
14808, vrb, oov, bom
14808, vrb, oov, cat
14808, vrb, oov, cek
14808, vrb, oov, cermin
14808, vrb, oov, daging
14808, vrb, oov, dompet
14808, vrb, oov, gamelan
14808, vrb, oov, gelas
14808, vrb, oov, gunting
14808, vrb, oov, hewan
14808, vrb, oov, jam
14808, vrb, oov, jawab
14808, vrb, oov, jualan
14808, vrb, oov, kaca
14808, vrb, oov, kah
14808, vrb, oov, kain
14808, vrb, oov, kalendar
14808, vrb, oov, kayu
14808, vrb, oov, kentang
14808, vrb, oov, keranjang
14808, vrb, oov, kertas
14808, vrb, oov, komputer
14808, vrb, oov, kopi
14808, vrb, oov, kotak
14808, vrb, oov, kucing
14808, vrb, oov, kuda
14808, vrb, oov, kunci
14808, vrb, oov, kursi
14808, vrb, oov, lampu
14808, vrb, oov, mangga
14808, vrb, oov, masakan
14808, vrb, oov, meja
14808, vrb, oov, mobil
14808, vrb, oov, motor
14808, vrb, oov, nyewa
14808, vrb, oov, papan
14808, vrb, oov, pel
14808, vrb, oov, pensil
14808, vrb, oov, penumpang
14808, vrb, oov, pipa
14808, vrb, oov, pisau
14808, vrb, oov, pos
14808, vrb, oov, roti
14808, vrb, oov, sabun
14808, vrb, oov, sapu
14808, vrb, oov, sepeda
14808, vrb, oov, susu
14808, vrb, oov, taksi
14808, vrb, oov, tas
14808, vrb, oov, uang
14598, vrb, oov, lagu
14598, vrb, oov, tanya
14598, vrb, oov, jawab
14598, vrb, oov, mobil
14598, vrb, oov, sepeda motor
14598, vrb, oov, anjing
14598, vrb, oov, kucing
14598, vrb, oov, kuda
14598, vrb, oov, laki-laki
14598, vrb, oov, perempuan
14598, vrb, oov, dia
14598, vrb, oov, kita
14598, vrb, oov, mereka
14598, vrb, oov, saya
14598, vrb, oov, Anda
14598, vrb, oov, abang
14598, vrb, oov, adik
14598, vrb, oov, anak
14598, vrb, oov, anak laki-laki
14598, vrb, oov, anak perempuan
14598, vrb, oov, ayah
14598, vrb, oov, bapak
14598, vrb, oov, ibu
14598, vrb, oov, kakak
14598, vrb, oov, pacar
14598, vrb, oov, ahli bedah
14598, vrb, oov, akuntan
14598, vrb, oov, arsitek
14598, vrb, oov, asisten penjualan
14598, vrb, oov, dokter
14598, vrb, oov, dokter gigi
14598, vrb, oov, dokter hewan
14598, vrb, oov, guru
14598, vrb, oov, guru
14598, vrb, oov, hakim
14598, vrb, oov, kasir
14598, vrb, oov, koki
14598, vrb, oov, makelar
14598, vrb, oov, montir
14598, vrb, oov, pelayan
14598, vrb, oov, pemadam kebakaran
14598, vrb, oov, pembantu
14598, vrb, oov, pemotret
14598, vrb, oov, peneliti
14598, vrb, oov, pengacara
14598, vrb, oov, penjahit
14598, vrb, oov, penjual ikan
14598, vrb, oov, perawat
14598, vrb, oov, perias rambut
14598, vrb, oov, polisi
14598, vrb, oov, pramugari
14598, vrb, oov, resepsionis
14598, vrb, oov, sekretaris
14598, vrb, oov, teknisi komputer
14598, vrb, oov, tukang
14598, vrb, oov, tukang bangunan
14598, vrb, oov, tukang cat
14598, vrb, oov, tukang daging
14598, vrb, oov, tukang kayu
14598, vrb, oov, tukang las
14598, vrb, oov, tukang optic
14598, vrb, oov, tukang pangkas
14598, vrb, oov, tukang pipa
14598, vrb, oov, tukang pos
14598, vrb, oov, tukang roti
14598, vrb, oov, tukang sapu
14598, vrb, oov, wartawan
14598, vrb, oov, murid
14598, vrb, oov, pelayan
14598, vrb, oov, pembantu
14598, vrb, oov, polisi
14598, vrb, oov, supir
14598, vrb, oov, tukang
14598, vrb, oov, Gede
14598, vrb, oov, Kadek
14598, vrb, oov, Ketut
14598, vrb, oov, Komang
14598, vrb, oov, Made
14598, vrb, oov, Mang
14598, vrb, oov, Nengah
14598, vrb, oov, Ni Luh
14598, vrb, oov, Nyoman
14598, vrb, oov, Putu
14598, vrb, oov, Tut
14598, vrb, oov, Wayan
14598, vrb, oov, beker
14811, vrb, oov, lagu
14811, vrb, oov, tanya
14811, vrb, oov, jawab
14811, vrb, oov, mobil
14811, vrb, oov, sepeda motor
14811, vrb, oov, anjing
14811, vrb, oov, kucing
14811, vrb, oov, kuda
14811, vrb, oov, laki-laki
14811, vrb, oov, perempuan
14811, vrb, oov, dia
14811, vrb, oov, kita
14811, vrb, oov, mereka
14811, vrb, oov, saya
14811, vrb, oov, Anda
14811, vrb, oov, abang
14811, vrb, oov, adik
14811, vrb, oov, anak
14811, vrb, oov, anak laki-laki
14811, vrb, oov, anak perempuan
14811, vrb, oov, ayah
14811, vrb, oov, bapak
14811, vrb, oov, ibu
14811, vrb, oov, kakak
14811, vrb, oov, pacar
14811, vrb, oov, ahli bedah
14811, vrb, oov, akuntan
14811, vrb, oov, arsitek
14811, vrb, oov, asisten penjualan
14811, vrb, oov, dokter
14811, vrb, oov, dokter gigi
14811, vrb, oov, dokter hewan
14811, vrb, oov, guru
14811, vrb, oov, guru
14811, vrb, oov, hakim
14811, vrb, oov, kasir
14811, vrb, oov, koki
14811, vrb, oov, makelar
14811, vrb, oov, montir
14811, vrb, oov, pelayan
14811, vrb, oov, pemadam kebakaran
14811, vrb, oov, pembantu
14811, vrb, oov, pemotret
14811, vrb, oov, peneliti
14811, vrb, oov, pengacara
14811, vrb, oov, penjahit
14811, vrb, oov, penjual ikan
14811, vrb, oov, perawat
14811, vrb, oov, perias rambut
14811, vrb, oov, polisi
14811, vrb, oov, pramugari
14811, vrb, oov, resepsionis
14811, vrb, oov, sekretaris
14811, vrb, oov, teknisi komputer
14811, vrb, oov, tukang
14811, vrb, oov, tukang bangunan
14811, vrb, oov, tukang cat
14811, vrb, oov, tukang daging
14811, vrb, oov, tukang kayu
14811, vrb, oov, tukang las
14811, vrb, oov, tukang optic
14811, vrb, oov, tukang pangkas
14811, vrb, oov, tukang pipa
14811, vrb, oov, tukang pos
14811, vrb, oov, tukang roti
14811, vrb, oov, tukang sapu
14811, vrb, oov, wartawan
14811, vrb, oov, murid
14811, vrb, oov, pelayan
14811, vrb, oov, pembantu
14811, vrb, oov, polisi
14811, vrb, oov, supir
14811, vrb, oov, tukang
14811, vrb, oov, Gede
14811, vrb, oov, Kadek
14811, vrb, oov, Ketut
14811, vrb, oov, Komang
14811, vrb, oov, Made
14811, vrb, oov, Mang
14811, vrb, oov, Nengah
14811, vrb, oov, Ni Luh
14811, vrb, oov, Nyoman
14811, vrb, oov, Putu
14811, vrb, oov, Tut
14811, vrb, oov, Wayan
14811, vrb, oov, beker
15027, vrb, oov, mobil
15027, vrb, oov, sepeda motor
14810, vrb, oov, mobil
14810, vrb, oov, sepeda motor
15030, vrb, oov, laki-laki
15030, vrb, oov, perempuan
15030, vrb, oov, dia
15030, vrb, oov, kita
15030, vrb, oov, mereka
15030, vrb, oov, saya
15030, vrb, oov, Anda
15030, vrb, oov, abang
15030, vrb, oov, adik
15030, vrb, oov, anak
15030, vrb, oov, anak laki-laki
15030, vrb, oov, anak perempuan
15030, vrb, oov, ayah
15030, vrb, oov, bapak
15030, vrb, oov, ibu
15030, vrb, oov, kakak
15030, vrb, oov, pacar
15030, vrb, oov, ahli bedah
15030, vrb, oov, akuntan
15030, vrb, oov, arsitek
15030, vrb, oov, asisten penjualan
15030, vrb, oov, dokter
15030, vrb, oov, dokter gigi
15030, vrb, oov, dokter hewan
15030, vrb, oov, guru
15030, vrb, oov, guru
15030, vrb, oov, hakim
15030, vrb, oov, kasir
15030, vrb, oov, koki
15030, vrb, oov, makelar
15030, vrb, oov, montir
15030, vrb, oov, pelayan
15030, vrb, oov, pemadam kebakaran
15030, vrb, oov, pembantu
15030, vrb, oov, pemotret
15030, vrb, oov, peneliti
15030, vrb, oov, pengacara
15030, vrb, oov, penjahit
15030, vrb, oov, penjual ikan
15030, vrb, oov, perawat
15030, vrb, oov, perias rambut
15030, vrb, oov, polisi
15030, vrb, oov, pramugari
15030, vrb, oov, resepsionis
15030, vrb, oov, sekretaris
15030, vrb, oov, teknisi komputer
15030, vrb, oov, tukang
15030, vrb, oov, tukang bangunan
15030, vrb, oov, tukang cat
15030, vrb, oov, tukang daging
15030, vrb, oov, tukang kayu
15030, vrb, oov, tukang las
15030, vrb, oov, tukang optic
15030, vrb, oov, tukang pangkas
15030, vrb, oov, tukang pipa
15030, vrb, oov, tukang pos
15030, vrb, oov, tukang roti
15030, vrb, oov, tukang sapu
15030, vrb, oov, wartawan
15030, vrb, oov, murid
15030, vrb, oov, pelayan
15030, vrb, oov, pembantu
15030, vrb, oov, polisi
15030, vrb, oov, supir
15030, vrb, oov, tukang
15030, vrb, oov, Gede
15030, vrb, oov, Kadek
15030, vrb, oov, Ketut
15030, vrb, oov, Komang
15030, vrb, oov, Made
15030, vrb, oov, Mang
15030, vrb, oov, Nengah
15030, vrb, oov, Ni Luh
15030, vrb, oov, Nyoman
15030, vrb, oov, Putu
15030, vrb, oov, Tut
15030, vrb, oov, Wayan
15030, vrb, oov, anjing
15030, vrb, oov, kucing
15030, vrb, oov, kuda
14817, vrb, oov, laki-laki
14817, vrb, oov, perempuan
14817, vrb, oov, dia
14817, vrb, oov, kita
14817, vrb, oov, mereka
14817, vrb, oov, saya
14817, vrb, oov, Anda
14817, vrb, oov, abang
14817, vrb, oov, adik
14817, vrb, oov, anak
14817, vrb, oov, anak laki-laki
14817, vrb, oov, anak perempuan
14817, vrb, oov, ayah
14817, vrb, oov, bapak
14817, vrb, oov, ibu
14817, vrb, oov, kakak
14817, vrb, oov, pacar
14817, vrb, oov, ahli bedah
14817, vrb, oov, akuntan
14817, vrb, oov, arsitek
14817, vrb, oov, asisten penjualan
14817, vrb, oov, dokter
14817, vrb, oov, dokter gigi
14817, vrb, oov, dokter hewan
14817, vrb, oov, guru
14817, vrb, oov, guru
14817, vrb, oov, hakim
14817, vrb, oov, kasir
14817, vrb, oov, koki
14817, vrb, oov, makelar
14817, vrb, oov, montir
14817, vrb, oov, pelayan
14817, vrb, oov, pemadam kebakaran
14817, vrb, oov, pembantu
14817, vrb, oov, pemotret
14817, vrb, oov, peneliti
14817, vrb, oov, pengacara
14817, vrb, oov, penjahit
14817, vrb, oov, penjual ikan
14817, vrb, oov, perawat
14817, vrb, oov, perias rambut
14817, vrb, oov, polisi
14817, vrb, oov, pramugari
14817, vrb, oov, resepsionis
14817, vrb, oov, sekretaris
14817, vrb, oov, teknisi komputer
14817, vrb, oov, tukang
14817, vrb, oov, tukang bangunan
14817, vrb, oov, tukang cat
14817, vrb, oov, tukang daging
14817, vrb, oov, tukang kayu
14817, vrb, oov, tukang las
14817, vrb, oov, tukang optic
14817, vrb, oov, tukang pangkas
14817, vrb, oov, tukang pipa
14817, vrb, oov, tukang pos
14817, vrb, oov, tukang roti
14817, vrb, oov, tukang sapu
14817, vrb, oov, wartawan
14817, vrb, oov, murid
14817, vrb, oov, pelayan
14817, vrb, oov, pembantu
14817, vrb, oov, polisi
14817, vrb, oov, supir
14817, vrb, oov, tukang
14817, vrb, oov, Gede
14817, vrb, oov, Kadek
14817, vrb, oov, Ketut
14817, vrb, oov, Komang
14817, vrb, oov, Made
14817, vrb, oov, Mang
14817, vrb, oov, Nengah
14817, vrb, oov, Ni Luh
14817, vrb, oov, Nyoman
14817, vrb, oov, Putu
14817, vrb, oov, Tut
14817, vrb, oov, Wayan
14817, vrb, oov, anjing
14817, vrb, oov, kucing
14817, vrb, oov, kuda
14781, vrb, oov, air
14781, vrb, oov, anjing
14781, vrb, oov, arti
14781, vrb, oov, batu
14781, vrb, oov, bensin
14781, vrb, oov, bom
14781, vrb, oov, cat
14781, vrb, oov, cek
14781, vrb, oov, cermin
14781, vrb, oov, daging
14781, vrb, oov, dompet
14781, vrb, oov, gamelan
14781, vrb, oov, gelas
14781, vrb, oov, gunting
14781, vrb, oov, hewan
14781, vrb, oov, jam
14781, vrb, oov, jawab
14781, vrb, oov, jualan
14781, vrb, oov, kaca
14781, vrb, oov, kah
14781, vrb, oov, kain
14781, vrb, oov, kalendar
14781, vrb, oov, kayu
14781, vrb, oov, kentang
14781, vrb, oov, keranjang
14781, vrb, oov, kertas
14781, vrb, oov, komputer
14781, vrb, oov, kopi
14781, vrb, oov, kotak
14781, vrb, oov, kucing
14781, vrb, oov, kuda
14781, vrb, oov, kunci
14781, vrb, oov, kursi
14781, vrb, oov, lampu
14781, vrb, oov, mangga
14781, vrb, oov, masakan
14781, vrb, oov, meja
14781, vrb, oov, mobil
14781, vrb, oov, motor
14781, vrb, oov, nyewa
14781, vrb, oov, papan
14781, vrb, oov, pel
14781, vrb, oov, pensil
14781, vrb, oov, penumpang
14781, vrb, oov, pipa
14781, vrb, oov, pisau
14781, vrb, oov, pos
14781, vrb, oov, roti
14781, vrb, oov, sabun
14781, vrb, oov, sapu
14781, vrb, oov, sepeda
14781, vrb, oov, susu
14781, vrb, oov, taksi
14781, vrb, oov, tas
14781, vrb, oov, uang
14752, vrb, oov, nama
14752, vrb, oov, waktu
14752, vrb, oov, tanggal
14752, vrb, oov, air
14752, vrb, oov, anjing
14752, vrb, oov, arti
14752, vrb, oov, batu
14752, vrb, oov, bensin
14752, vrb, oov, bom
14752, vrb, oov, cat
14752, vrb, oov, cek
14752, vrb, oov, cermin
14752, vrb, oov, daging
14752, vrb, oov, dompet
14752, vrb, oov, gamelan
14752, vrb, oov, gelas
14752, vrb, oov, gunting
14752, vrb, oov, hewan
14752, vrb, oov, jam
14752, vrb, oov, jawab
14752, vrb, oov, jualan
14752, vrb, oov, kaca
14752, vrb, oov, kah
14752, vrb, oov, kain
14752, vrb, oov, kalendar
14752, vrb, oov, kayu
14752, vrb, oov, kentang
14752, vrb, oov, keranjang
14752, vrb, oov, kertas
14752, vrb, oov, komputer
14752, vrb, oov, kopi
14752, vrb, oov, kotak
14752, vrb, oov, kucing
14752, vrb, oov, kuda
14752, vrb, oov, kunci
14752, vrb, oov, kursi
14752, vrb, oov, lampu
14752, vrb, oov, mangga
14752, vrb, oov, masakan
14752, vrb, oov, meja
14752, vrb, oov, mobil
14752, vrb, oov, motor
14752, vrb, oov, nyewa
14752, vrb, oov, papan
14752, vrb, oov, pel
14752, vrb, oov, pensil
14752, vrb, oov, penumpang
14752, vrb, oov, pipa
14752, vrb, oov, pisau
14752, vrb, oov, pos
14752, vrb, oov, roti
14752, vrb, oov, sabun
14752, vrb, oov, sapu
14752, vrb, oov, sepeda
14752, vrb, oov, susu
14752, vrb, oov, taksi
14752, vrb, oov, tas
14752, vrb, oov, uang
14753, vrb, oov, nama
14753, vrb, oov, waktu
14753, vrb, oov, tanggal
14753, vrb, oov, air
14753, vrb, oov, anjing
14753, vrb, oov, arti
14753, vrb, oov, batu
14753, vrb, oov, bensin
14753, vrb, oov, bom
14753, vrb, oov, cat
14753, vrb, oov, cek
14753, vrb, oov, cermin
14753, vrb, oov, daging
14753, vrb, oov, dompet
14753, vrb, oov, gamelan
14753, vrb, oov, gelas
14753, vrb, oov, gunting
14753, vrb, oov, hewan
14753, vrb, oov, jam
14753, vrb, oov, jawab
14753, vrb, oov, jualan
14753, vrb, oov, kaca
14753, vrb, oov, kah
14753, vrb, oov, kain
14753, vrb, oov, kalendar
14753, vrb, oov, kayu
14753, vrb, oov, kentang
14753, vrb, oov, keranjang
14753, vrb, oov, kertas
14753, vrb, oov, komputer
14753, vrb, oov, kopi
14753, vrb, oov, kotak
14753, vrb, oov, kucing
14753, vrb, oov, kuda
14753, vrb, oov, kunci
14753, vrb, oov, kursi
14753, vrb, oov, lampu
14753, vrb, oov, mangga
14753, vrb, oov, masakan
14753, vrb, oov, meja
14753, vrb, oov, mobil
14753, vrb, oov, motor
14753, vrb, oov, nyewa
14753, vrb, oov, papan
14753, vrb, oov, pel
14753, vrb, oov, pensil
14753, vrb, oov, penumpang
14753, vrb, oov, pipa
14753, vrb, oov, pisau
14753, vrb, oov, pos
14753, vrb, oov, roti
14753, vrb, oov, sabun
14753, vrb, oov, sapu
14753, vrb, oov, sepeda
14753, vrb, oov, susu
14753, vrb, oov, taksi
14753, vrb, oov, tas
14753, vrb, oov, uang
15028, vrb, oov, laki-laki
15028, vrb, oov, perempuan
15028, vrb, oov, dia
15028, vrb, oov, kita
15028, vrb, oov, mereka
15028, vrb, oov, saya
15028, vrb, oov, Anda
15028, vrb, oov, abang
15028, vrb, oov, adik
15028, vrb, oov, anak
15028, vrb, oov, anak laki-laki
15028, vrb, oov, anak perempuan
15028, vrb, oov, ayah
15028, vrb, oov, bapak
15028, vrb, oov, ibu
15028, vrb, oov, kakak
15028, vrb, oov, pacar
15028, vrb, oov, ahli bedah
15028, vrb, oov, akuntan
15028, vrb, oov, arsitek
15028, vrb, oov, asisten penjualan
15028, vrb, oov, dokter
15028, vrb, oov, dokter gigi
15028, vrb, oov, dokter hewan
15028, vrb, oov, guru
15028, vrb, oov, guru
15028, vrb, oov, hakim
15028, vrb, oov, kasir
15028, vrb, oov, koki
15028, vrb, oov, makelar
15028, vrb, oov, montir
15028, vrb, oov, pelayan
15028, vrb, oov, pemadam kebakaran
15028, vrb, oov, pembantu
15028, vrb, oov, pemotret
15028, vrb, oov, peneliti
15028, vrb, oov, pengacara
15028, vrb, oov, penjahit
15028, vrb, oov, penjual ikan
15028, vrb, oov, perawat
15028, vrb, oov, perias rambut
15028, vrb, oov, polisi
15028, vrb, oov, pramugari
15028, vrb, oov, resepsionis
15028, vrb, oov, sekretaris
15028, vrb, oov, teknisi komputer
15028, vrb, oov, tukang
15028, vrb, oov, tukang bangunan
15028, vrb, oov, tukang cat
15028, vrb, oov, tukang daging
15028, vrb, oov, tukang kayu
15028, vrb, oov, tukang las
15028, vrb, oov, tukang optic
15028, vrb, oov, tukang pangkas
15028, vrb, oov, tukang pipa
15028, vrb, oov, tukang pos
15028, vrb, oov, tukang roti
15028, vrb, oov, tukang sapu
15028, vrb, oov, wartawan
15028, vrb, oov, murid
15028, vrb, oov, pelayan
15028, vrb, oov, pembantu
15028, vrb, oov, polisi
15028, vrb, oov, supir
15028, vrb, oov, tukang
15028, vrb, oov, Gede
15028, vrb, oov, Kadek
15028, vrb, oov, Ketut
15028, vrb, oov, Komang
15028, vrb, oov, Made
15028, vrb, oov, Mang
15028, vrb, oov, Nengah
15028, vrb, oov, Ni Luh
15028, vrb, oov, Nyoman
15028, vrb, oov, Putu
15028, vrb, oov, Tut
15028, vrb, oov, Wayan
14812, vrb, oov, laki-laki
14812, vrb, oov, perempuan
14812, vrb, oov, dia
14812, vrb, oov, kita
14812, vrb, oov, mereka
14812, vrb, oov, saya
14812, vrb, oov, Anda
14812, vrb, oov, abang
14812, vrb, oov, adik
14812, vrb, oov, anak
14812, vrb, oov, anak laki-laki
14812, vrb, oov, anak perempuan
14812, vrb, oov, ayah
14812, vrb, oov, bapak
14812, vrb, oov, ibu
14812, vrb, oov, kakak
14812, vrb, oov, pacar
14812, vrb, oov, ahli bedah
14812, vrb, oov, akuntan
14812, vrb, oov, arsitek
14812, vrb, oov, asisten penjualan
14812, vrb, oov, dokter
14812, vrb, oov, dokter gigi
14812, vrb, oov, dokter hewan
14812, vrb, oov, guru
14812, vrb, oov, guru
14812, vrb, oov, hakim
14812, vrb, oov, kasir
14812, vrb, oov, koki
14812, vrb, oov, makelar
14812, vrb, oov, montir
14812, vrb, oov, pelayan
14812, vrb, oov, pemadam kebakaran
14812, vrb, oov, pembantu
14812, vrb, oov, pemotret
14812, vrb, oov, peneliti
14812, vrb, oov, pengacara
14812, vrb, oov, penjahit
14812, vrb, oov, penjual ikan
14812, vrb, oov, perawat
14812, vrb, oov, perias rambut
14812, vrb, oov, polisi
14812, vrb, oov, pramugari
14812, vrb, oov, resepsionis
14812, vrb, oov, sekretaris
14812, vrb, oov, teknisi komputer
14812, vrb, oov, tukang
14812, vrb, oov, tukang bangunan
14812, vrb, oov, tukang cat
14812, vrb, oov, tukang daging
14812, vrb, oov, tukang kayu
14812, vrb, oov, tukang las
14812, vrb, oov, tukang optic
14812, vrb, oov, tukang pangkas
14812, vrb, oov, tukang pipa
14812, vrb, oov, tukang pos
14812, vrb, oov, tukang roti
14812, vrb, oov, tukang sapu
14812, vrb, oov, wartawan
14812, vrb, oov, murid
14812, vrb, oov, pelayan
14812, vrb, oov, pembantu
14812, vrb, oov, polisi
14812, vrb, oov, supir
14812, vrb, oov, tukang
14812, vrb, oov, Gede
14812, vrb, oov, Kadek
14812, vrb, oov, Ketut
14812, vrb, oov, Komang
14812, vrb, oov, Made
14812, vrb, oov, Mang
14812, vrb, oov, Nengah
14812, vrb, oov, Ni Luh
14812, vrb, oov, Nyoman
14812, vrb, oov, Putu
14812, vrb, oov, Tut
14812, vrb, oov, Wayan
14911, vrb, oov, air
14911, vrb, oov, anjing
14911, vrb, oov, arti
14911, vrb, oov, batu
14911, vrb, oov, bensin
14911, vrb, oov, bom
14911, vrb, oov, cat
14911, vrb, oov, cek
14911, vrb, oov, cermin
14911, vrb, oov, daging
14911, vrb, oov, dompet
14911, vrb, oov, gamelan
14911, vrb, oov, gelas
14911, vrb, oov, gunting
14911, vrb, oov, hewan
14911, vrb, oov, jam
14911, vrb, oov, jawab
14911, vrb, oov, jualan
14911, vrb, oov, kaca
14911, vrb, oov, kah
14911, vrb, oov, kain
14911, vrb, oov, kalendar
14911, vrb, oov, kayu
14911, vrb, oov, kentang
14911, vrb, oov, keranjang
14911, vrb, oov, kertas
14911, vrb, oov, komputer
14911, vrb, oov, kopi
14911, vrb, oov, kotak
14911, vrb, oov, kucing
14911, vrb, oov, kuda
14911, vrb, oov, kunci
14911, vrb, oov, kursi
14911, vrb, oov, lampu
14911, vrb, oov, mangga
14911, vrb, oov, masakan
14911, vrb, oov, meja
14911, vrb, oov, mobil
14911, vrb, oov, motor
14911, vrb, oov, nyewa
14911, vrb, oov, papan
14911, vrb, oov, pel
14911, vrb, oov, pensil
14911, vrb, oov, penumpang
14911, vrb, oov, pipa
14911, vrb, oov, pisau
14911, vrb, oov, pos
14911, vrb, oov, roti
14911, vrb, oov, sabun
14911, vrb, oov, sapu
14911, vrb, oov, sepeda
14911, vrb, oov, susu
14911, vrb, oov, taksi
14911, vrb, oov, tas
14911, vrb, oov, uang
14911, vrb, oov, anjing
14911, vrb, oov, kucing
14911, vrb, oov, kuda
14594, vrb, oov, laki-laki
14594, vrb, oov, perempuan
14594, vrb, oov, dia
14594, vrb, oov, kita
14594, vrb, oov, mereka
14594, vrb, oov, saya
14594, vrb, oov, Anda
14594, vrb, oov, abang
14594, vrb, oov, adik
14594, vrb, oov, anak
14594, vrb, oov, anak laki-laki
14594, vrb, oov, anak perempuan
14594, vrb, oov, ayah
14594, vrb, oov, bapak
14594, vrb, oov, ibu
14594, vrb, oov, kakak
14594, vrb, oov, pacar
14594, vrb, oov, ahli bedah
14594, vrb, oov, akuntan
14594, vrb, oov, arsitek
14594, vrb, oov, asisten penjualan
14594, vrb, oov, dokter
14594, vrb, oov, dokter gigi
